endpoint,message,data.contractID,data.symbol,data.expiration,data.strike,data.type,data.last,data.mark,data.bid,data.bid_size,data.ask,data.ask_size,data.volume,data.open_interest,data.date,data.implied_volatility,data.delta,data.gamma,data.theta,data.vega,data.rho
Historical Options,success,ET241004P00024000,ET,10/4/2024,24,put,0,7.97,6.05,40,9.9,21,0,0,9/20/2024,1.45074,-0.89154,0.04044,-0.10086,0.00591,-0.0086
Historical Options,success,ET241004C00024500,ET,10/4/2024,24.5,call,0,0.01,0,0,0.53,152,0,0,9/20/2024,0.88445,0.01099,0.01031,-0.01066,0.00092,0.00006
Historical Options,success,ET241004P00024500,ET,10/4/2024,24.5,put,0,8.43,6.45,98,10.4,20,0,0,9/20/2024,1.43352,-0.90765,0.03639,-0.08696,0.00525,-0.00887
Historical Options,success,ET241004C00025000,ET,10/4/2024,25,call,0,0.01,0,0,0.53,606,0,0,9/20/2024,0.92118,0.0106,0.00959,-0.01076,0.00089,0.00006
Historical Options,success,ET241004P00025000,ET,10/4/2024,25,put,0,9.38,7.85,79,10.9,21,0,0,9/20/2024,2.11063,-0.79911,0.04192,-0.23426,0.00891,-0.00856
Historical Options,success,ET241004C00025500,ET,10/4/2024,25.5,call,0,0.01,0,0,0.53,152,0,0,9/20/2024,0.95716,0.01027,0.00898,-0.01087,0.00087,0.00006
Historical Options,success,ET241004P00025500,ET,10/4/2024,25.5,put,0,9.18,7.35,94,11,20,0,0,9/20/2024,0.61426,-1,0,0.01229,0,-0.00976
Historical Options,success,ET241004C00026000,ET,10/4/2024,26,call,0,0.01,0,0,0.53,625,0,0,9/20/2024,0.99206,0.00995,0.00843,-0.01096,0.00084,0.00006
Historical Options,success,ET241004P00026000,ET,10/4/2024,26,put,0,10,8.1,40,11.9,21,0,0,9/20/2024,1.71461,-0.89166,0.03419,-0.12009,0.0059,-0.00938
Historical Options,success,ET241004C00026500,ET,10/4/2024,26.5,call,0,0.01,0,0,0.53,152,0,0,9/20/2024,1.02621,0.00967,0.00795,-0.01105,0.00082,0.00006
Historical Options,success,ET241004P00026500,ET,10/4/2024,26.5,put,0,10.88,9.35,86,12.4,21,0,0,9/20/2024,2.28289,-0.80868,0.03763,-0.24573,0.00865,-0.0092
Historical Options,success,ET241004C00027000,ET,10/4/2024,27,call,0,0.01,0,0,0.53,155,0,0,9/20/2024,1.05944,0.00941,0.00752,-0.01114,0.0008,0.00005
Historical Options,success,ET241004P00027000,ET,10/4/2024,27,put,0,11,9.35,78,12.65,20,0,0,9/20/2024,1.81323,-0.89539,0.03152,-0.12368,0.00575,-0.00978
Historical Options,success,ET241004C00027500,ET,10/4/2024,27.5,call,0,0.01,0,0,0.53,150,0,0,9/20/2024,1.09206,0.00917,0.00713,-0.01123,0.00078,0.00005
Historical Options,success,ET241004P00027500,ET,10/4/2024,27.5,put,0,11.3,9.55,80,13.05,20,0,0,9/20/2024,1.36401,-0.96715,0.01695,-0.02835,0.00233,-0.01034
Historical Options,success,ET241004C00028000,ET,10/4/2024,28,call,0,0.01,0,0,0.53,157,0,0,9/20/2024,1.12377,0.00895,0.00678,-0.0113,0.00077,0.00005
Historical Options,success,ET241004P00028000,ET,10/4/2024,28,put,0,11.85,9.85,106,13.85,3,0,0,9/20/2024,1.57848,-0.94624,0.02181,-0.05819,0.00347,-0.01042
Historical Options,success,ET241004C00028500,ET,10/4/2024,28.5,call,0,0.01,0,0,0.53,153,0,0,9/20/2024,1.15487,0.00874,0.00647,-0.01138,0.00075,0.00005
Historical Options,success,ET241004P00028500,ET,10/4/2024,28.5,put,0,12.8,11.3,92,14.3,30,0,0,9/20/2024,2.39325,-0.8332,0.03292,-0.23473,0.00793,-0.01009
Historical Options,success,ET241004C00029000,ET,10/4/2024,29,call,0,0.01,0,0,0.53,154,0,0,9/20/2024,1.1852,0.00855,0.00618,-0.01145,0.00074,0.00005
Historical Options,success,ET241004P00029000,ET,10/4/2024,29,put,0,13.3,11.8,89,14.8,30,0,0,9/20/2024,2.44142,-0.83518,0.03202,-0.23751,0.00787,-0.01029
Historical Options,success,ET241004C00029500,ET,10/4/2024,29.5,call,0,0.01,0,0,0.53,143,0,0,9/20/2024,1.21492,0.00837,0.00592,-0.01152,0.00072,0.00005
Historical Options,success,ET241004P00029500,ET,10/4/2024,29.5,put,0,13.9,12.35,80,15.45,20,0,0,9/20/2024,2.61199,-0.81919,0.03175,-0.27114,0.00835,-0.01042
Historical Options,success,ET241004C00030000,ET,10/4/2024,30,call,0,0.01,0,0,0.52,692,0,0,9/20/2024,1.24404,0.00821,0.00568,-0.01159,0.00071,0.00005
Historical Options,success,ET241004P00030000,ET,10/4/2024,30,put,0,14.35,12.85,79,15.85,20,0,0,9/20/2024,2.59751,-0.82977,0.03073,-0.25867,0.00804,-0.01066
Historical Options,success,ET241011C00005000,ET,10/11/2024,5,call,0,12.03,10.75,40,13.3,1,0,0,9/20/2024,4.96986,0.94346,0.00589,-0.19237,0.00442,0.00187
Historical Options,success,ET241011P00005000,ET,10/11/2024,5,put,0,0.01,0,0,0.02,2,0,0,9/20/2024,2.00835,-0.00361,0.00138,-0.00729,0.00042,-0.00004
Historical Options,success,ET241011C00007000,ET,10/11/2024,7,call,0,9.27,7.35,52,11.2,1,0,0,9/20/2024,1.84403,0.98319,0.00583,-0.02922,0.00162,0.00383
Historical Options,success,ET241011P00007000,ET,10/11/2024,7,put,0,0.01,0,0,0.53,337,0,0,9/20/2024,1.46202,-0.005,0.00254,-0.00709,0.00056,-0.00005
Historical Options,success,ET241011C00008000,ET,10/11/2024,8,call,0,8.72,7.45,40,10,1,0,0,9/20/2024,2.7062,0.92158,0.01393,-0.13682,0.00569,0.00357
Historical Options,success,ET241011P00008000,ET,10/11/2024,8,put,0,0.01,0,0,0.55,685,0,0,9/20/2024,1.24572,-0.00587,0.00344,-0.00696,0.00065,-0.00006
Historical Options,success,ET241011C00009000,ET,10/11/2024,9,call,0,7.25,5.35,40,9.15,1,0,0,9/20/2024,1.19724,0.9861,0.00762,-0.01855,0.00138,0.00502
Historical Options,success,ET241011P00009000,ET,10/11/2024,9,put,0,0.01,0,0,0.59,411,0,0,9/20/2024,1.05426,-0.00691,0.0047,-0.0068,0.00075,-0.00007
Historical Options,success,ET241011C00010000,ET,10/11/2024,10,call,5.9,6.22,4.45,40,8,12,0,3,9/20/2024,0.27921,1,0,-0.00482,0,0.00574
Historical Options,success,ET241011P00010000,ET,10/11/2024,10,put,0,0.01,0,0,0.75,719,0,0,9/20/2024,0.88216,-0.00822,0.00655,-0.00662,0.00087,-0.00008
Historical Options,success,ET241011C00010500,ET,10/11/2024,10.5,call,0,5.75,3.75,76,7.75,1,0,0,9/20/2024,0.89009,0.98426,0.01141,-0.01679,0.00153,0.00587
Historical Options,success,ET241011P00010500,ET,10/11/2024,10.5,put,0,0.01,0,0,0.75,605,0,0,9/20/2024,0.80183,-0.00901,0.00781,-0.00651,0.00095,-0.00009
Historical Options,success,ET241011C00011000,ET,10/11/2024,11,call,0,5.25,3.25,58,7.25,1,0,0,9/20/2024,0.79756,0.98357,0.01321,-0.01619,0.00159,0.00615
Historical Options,success,ET241011P00011000,ET,10/11/2024,11,put,0,0.01,0,0,0.75,418,0,0,9/20/2024,0.72485,-0.00992,0.00939,-0.00639,0.00103,-0.0001
Historical Options,success,ET241011C00011500,ET,10/11/2024,11.5,call,0,5.2,3.65,76,6.75,1,0,0,9/20/2024,1.539,0.86872,0.03561,-0.11498,0.00828,0.00511
Historical Options,success,ET241011P00011500,ET,10/11/2024,11.5,put,0,0.01,0,0,0.75,703,0,0,9/20/2024,0.65076,-0.01098,0.01143,-0.00626,0.00112,-0.00011
Historical Options,success,ET241011C00012000,ET,10/11/2024,12,call,0,4.72,3.2,47,6.25,1,0,0,9/20/2024,1.4259,0.85465,0.0412,-0.11433,0.00887,0.00525
Historical Options,success,ET241011P00012000,ET,10/11/2024,12,put,0,0.01,0,0,0.75,584,0,2,9/20/2024,0.57942,-0.01226,0.01414,-0.00613,0.00124,-0.00012
Historical Options,success,ET241011C00012500,ET,10/11/2024,12.5,call,0,4.24,2.73,40,5.75,1,0,0,9/20/2024,1.31386,0.8387,0.04791,-0.11304,0.0095,0.00538
Historical Options,success,ET241011P00012500,ET,10/11/2024,12.5,put,0,0.01,0,0,0.75,511,0,0,9/20/2024,0.51006,-0.01379,0.01777,-0.00596,0.00137,-0.00013
Historical Options,success,ET241011C00013000,ET,10/11/2024,13,call,0,3.23,1.26,69,5.2,20,0,0,9/20/2024,0.14411,1,0,-0.00626,0,0.00746
Historical Options,success,ET241011P00013000,ET,10/11/2024,13,put,0,0.01,0,0,0.04,182,0,0,9/20/2024,0.44284,-0.01574,0.02293,-0.00577,0.00153,-0.00015
Historical Options,success,ET241011C00013500,ET,10/11/2024,13.5,call,0,2.95,1.1,10,4.8,1,0,0,9/20/2024,0.75442,0.86723,0.07322,-0.06005,0.00834,0.00639
Historical Options,success,ET241011P00013500,ET,10/11/2024,13.5,put,0,0.02,0.01,11,0.03,1,0,4,9/20/2024,0.42272,-0.03031,0.04178,-0.00955,0.00267,-0.00029
Historical Options,success,ET241011C00014000,ET,10/11/2024,14,call,0,2.29,0.29,356,4.3,1,0,0,9/20/2024,0.42882,0.93286,0.07803,-0.02502,0.00505,0.00738
Historical Options,success,ET241011P00014000,ET,10/11/2024,14,put,0,0.01,0,0,0.45,139,0,0,9/20/2024,0.31266,-0.02165,0.04263,-0.00529,0.00201,-0.00021
Historical Options,success,ET241011C00014500,ET,10/11/2024,14.5,call,0,1.9,0.01,961,3.8,16,0,0,9/20/2024,0.4904,0.8473,0.12382,-0.04479,0.00917,0.0068
Historical Options,success,ET241011P00014500,ET,10/11/2024,14.5,put,0.04,0.01,0,0,0.43,119,300,1,9/20/2024,0.24894,-0.02662,0.06367,-0.00496,0.00239,-0.00025
Historical Options,success,ET241011C00015000,ET,10/11/2024,15,call,1.09,1.31,0.7,1,1.92,20,0,102,9/20/2024,0.29086,0.88057,0.1764,-0.02584,0.00775,0.00745
Historical Options,success,ET241011P00015000,ET,10/11/2024,15,put,0.04,0.01,0,0,0.22,116,400,4,9/20/2024,0.18522,-0.03461,0.10637,-0.00451,0.00297,-0.00033
Historical Options,success,ET241011C00015500,ET,10/11/2024,15.5,call,0.78,0.01,0,0,1.2,5,1,56,9/20/2024,0.03152,1,0,-0.00747,0,0.00889
Historical Options,success,ET241011P00015500,ET,10/11/2024,15.5,put,0.05,0.05,0.02,309,0.08,329,4,73,9/20/2024,0.18233,-0.13667,0.30904,-0.01239,0.00851,-0.0013
Historical Options,success,ET241011C00016000,ET,10/11/2024,16,call,0.39,0.37,0.32,2,0.42,1,15,1671,9/20/2024,0.14773,0.67246,0.62899,-0.02309,0.01403,0.00605
Historical Options,success,ET241011P00016000,ET,10/11/2024,16,put,0.13,0.12,0.09,23,0.14,5,46,398,9/20/2024,0.14361,-0.32329,0.64357,-0.01483,0.01396,-0.00308
Historical Options,success,ET241011C00016500,ET,10/11/2024,16.5,call,0.12,0.1,0.08,15,0.12,1,244,1749,9/20/2024,0.12943,0.31349,0.70485,-0.0179,0.01378,0.00286
Historical Options,success,ET241011P00016500,ET,10/11/2024,16.5,put,0.35,0.48,0.34,6,0.62,20,46,2189,9/20/2024,0.21617,-0.6081,0.4574,-0.02306,0.01493,-0.00594
Historical Options,success,ET241011C00017000,ET,10/11/2024,17,call,0.03,0.03,0.01,75,0.04,30,0,162,9/20/2024,0.15093,0.10811,0.31666,-0.0103,0.00722,0.00099
Historical Options,success,ET241011P00017000,ET,10/11/2024,17,put,0,0.97,0.69,1,1.26,17,0,2,9/20/2024,0.31982,-0.71013,0.27538,-0.03094,0.0133,-0.00718
Historical Options,success,ET241011C00017500,ET,10/11/2024,17.5,call,0.03,0.01,0,0,0.03,12,5,165,9/20/2024,0.17257,0.03779,0.12269,-0.00509,0.0032,0.00035
Historical Options,success,ET241011P00017500,ET,10/11/2024,17.5,put,0,1.88,0.76,40,2.99,20,0,0,9/20/2024,0.71387,-0.63644,0.13532,-0.0846,0.01459,-0.00701
Historical Options,success,ET241011C00018000,ET,10/11/2024,18,call,0.02,0.01,0,0,0.03,45,19,357,9/20/2024,0.2244,0.03013,0.07831,-0.00541,0.00265,0.00028
Historical Options,success,ET241011P00018000,ET,10/11/2024,18,put,0,2.45,1,40,3.9,1,0,0,9/20/2024,0.86219,-0.6527,0.11024,-0.10125,0.01435,-0.00749
Historical Options,success,ET241011C00018500,ET,10/11/2024,18.5,call,0.1,0.01,0,0,0.75,281,0,63,9/20/2024,0.27303,0.02547,0.05595,-0.00567,0.00231,0.00023
Historical Options,success,ET241011P00018500,ET,10/11/2024,18.5,put,0,3.04,1.69,71,4.4,1,0,0,9/20/2024,1.01859,-0.65904,0.09267,-0.11954,0.01425,-0.00789
Historical Options,success,ET241011C00019000,ET,10/11/2024,19,call,0.01,0.01,0,0,0.75,133,0,543,9/20/2024,0.31891,0.02224,0.04274,-0.00587,0.00206,0.0002
Historical Options,success,ET241011P00019000,ET,10/11/2024,19,put,0,2.9,0.89,73,4.9,1,0,0,9/20/2024,0.57332,-0.85777,0.10099,-0.03544,0.00874,-0.00966
Historical Options,success,ET241011C00019500,ET,10/11/2024,19.5,call,0.01,0.01,0,0,0.75,591,0,59,9/20/2024,0.36266,0.0199,0.03421,-0.00605,0.00187,0.00018
Historical Options,success,ET241011P00019500,ET,10/11/2024,19.5,put,0,3.98,2.56,41,5.4,11,0,0,9/20/2024,1.14435,-0.70128,0.07804,-0.12669,0.01348,-0.00883
Historical Options,success,ET241011C00020000,ET,10/11/2024,20,call,0.01,0.01,0,0,0.75,482,0,1,9/20/2024,0.40458,0.01812,0.02832,-0.00622,0.00173,0.00016
Historical Options,success,ET241011P00020000,ET,10/11/2024,20,put,0,4.03,2.15,40,5.9,21,0,0,9/20/2024,0.84268,-0.82322,0.07923,-0.06544,0.01008,-0.00999
Historical Options,success,ET241011C00020500,ET,10/11/2024,20.5,call,0,0.01,0,0,0.75,323,0,0,9/20/2024,0.44467,0.01668,0.024,-0.00635,0.00161,0.00015
Historical Options,success,ET241011P00020500,ET,10/11/2024,20.5,put,0,4.83,3.25,73,6.4,21,0,0,9/20/2024,1.17575,-0.75298,0.06911,-0.11714,0.01227,-0.0098
Historical Options,success,ET241011C00021000,ET,10/11/2024,21,call,0,0.01,0,0,0.75,329,0,0,9/20/2024,0.48339,0.01553,0.02077,-0.00649,0.00152,0.00014
Historical Options,success,ET241011P00021000,ET,10/11/2024,21,put,0,5.33,3.75,76,6.9,11,0,0,9/20/2024,1.24328,-0.7617,0.0641,-0.12148,0.01203,-0.01017
Historical Options,success,ET241011C00021500,ET,10/11/2024,21.5,call,0,0.01,0,0,0.75,520,0,0,9/20/2024,0.52058,0.01455,0.01824,-0.0066,0.00143,0.00013
Historical Options,success,ET241011P00021500,ET,10/11/2024,21.5,put,0,5.5,3.6,75,7.4,11,0,0,9/20/2024,0.99267,-0.85497,0.0591,-0.06707,0.00886,-0.01113
Historical Options,success,ET241011C00022500,ET,10/11/2024,22.5,call,0,0.01,0,0,0.75,688,0,0,9/20/2024,0.59146,0.01304,0.0146,-0.0068,0.0013,0.00012
Historical Options,success,ET241011P00022500,ET,10/11/2024,22.5,put,0,6.83,5.25,67,8.4,11,0,0,9/20/2024,1.42894,-0.782,0.05305,-0.13271,0.01145,-0.01122
Historical Options,success,ET241011C00025000,ET,10/11/2024,25,call,0,0.01,0,0,0.58,533,0,0,9/20/2024,0.75076,0.01062,0.00962,-0.0072,0.00109,0.00009
Historical Options,success,ET241011P00025000,ET,10/11/2024,25,put,0,9.32,7.75,75,10.9,11,0,0,9/20/2024,1.68686,-0.80596,0.04194,-0.14578,0.01068,-0.01287
Historical Options,success,ET241011C00030000,ET,10/11/2024,30,call,0,0.01,0,0,0.53,457,0,0,9/20/2024,1.01447,0.00822,0.00569,-0.00775,0.00087,0.00007
Historical Options,success,ET241011P00030000,ET,10/11/2024,30,put,0,14.18,12.4,42,15.95,20,0,0,9/20/2024,1.96643,-0.85648,0.02962,-0.13676,0.0088,-0.01614
Historical Options,success,ET241018C00003000,ET,10/18/2024,3,call,13.45,13.2,11.2,105,15.2,67,0,100,9/20/2024,0.45096,1,0,-0.00144,0,0.00229
Historical Options,success,ET241018P00003000,ET,10/18/2024,3,put,0,0.01,0,0,0.01,25,0,0,9/20/2024,2.4713,-0.00247,0.00069,-0.00552,0.00034,-0.00004
Historical Options,success,ET241018C00005000,ET,10/18/2024,5,call,0,11.47,10.2,40,12.75,20,0,0,9/20/2024,3.01427,0.96637,0.00553,-0.06793,0.00335,0.00321
Historical Options,success,ET241018P00005000,ET,10/18/2024,5,put,0,0.01,0,0,0.22,42,0,0,9/20/2024,1.74067,-0.0036,0.00138,-0.00546,0.00048,-0.00005
Historical Options,success,ET241018C00006000,ET,10/18/2024,6,call,0,10.6,9.45,40,11.75,20,0,0,9/20/2024,2.88333,0.95029,0.00793,-0.08888,0.00461,0.00368
Historical Options,success,ET241018P00006000,ET,10/18/2024,6,put,0,0.01,0,0,0.22,39,0,0,9/20/2024,1.48382,-0.00425,0.00188,-0.00539,0.00056,-0.00006
Historical Options,success,ET241018C00007000,ET,10/18/2024,7,call,8.09,9.62,8.5,56,10.75,20,0,1,9/20/2024,2.52145,0.94015,0.01051,-0.09038,0.00533,0.0043
Historical Options,success,ET241018P00007000,ET,10/18/2024,7,put,0,0.01,0,0,0.23,38,0,21,9/20/2024,1.26752,-0.00499,0.00254,-0.00531,0.00065,-0.00007
Historical Options,success,ET241018C00008000,ET,10/18/2024,8,call,8.23,8.62,7.15,40,10.1,30,0,2,9/20/2024,2.17542,0.93035,0.0137,-0.08821,0.006,0.00495
Historical Options,success,ET241018P00008000,ET,10/18/2024,8,put,0,0.01,0,0,0.05,1,0,0,9/20/2024,1.08017,-0.00586,0.00344,-0.00521,0.00075,-0.00008
Historical Options,success,ET241018C00009000,ET,10/18/2024,9,call,0,7.22,5.5,40,8.95,30,0,0,9/20/2024,0.24598,1,0,-0.00433,0,0.00688
Historical Options,success,ET241018P00009000,ET,10/18/2024,9,put,0,0.01,0,0,0.81,730,0,20,9/20/2024,0.91432,-0.0069,0.00469,-0.00509,0.00086,-0.00009
Historical Options,success,ET241018C00010000,ET,10/18/2024,10,call,6.22,6,4.3,64,7.7,20,0,56,9/20/2024,0.21181,1,0,-0.00481,0,0.00764
Historical Options,success,ET241018P00010000,ET,10/18/2024,10,put,0,0.01,0,0,0.75,840,0,24,9/20/2024,0.76524,-0.00821,0.00653,-0.00495,0.00101,-0.00011
Historical Options,success,ET241018C00011000,ET,10/18/2024,11,call,4.5,5.22,5.15,27,5.3,23,0,0,9/20/2024,0.17765,1,0,-0.00529,0,0.00841
Historical Options,success,ET241018P00011000,ET,10/18/2024,11,put,0,0.01,0,0,0.75,870,0,58,9/20/2024,0.62912,-0.0099,0.00936,-0.00478,0.00119,-0.00013
Historical Options,success,ET241018C00012000,ET,10/18/2024,12,call,3.91,4.35,3.5,40,5.2,20,0,70,9/20/2024,0.7753,0.93602,0.036,-0.03362,0.00562,0.0083
Historical Options,success,ET241018P00012000,ET,10/18/2024,12,put,0,0.01,0,0,0.5,1041,0,1123,9/20/2024,0.50305,-0.01222,0.01406,-0.00457,0.00142,-0.00016
Historical Options,success,ET241018C00013000,ET,10/18/2024,13,call,3.04,3.06,2.12,40,4,22,0,27,9/20/2024,0.10932,1,0,-0.00626,0,0.00994
Historical Options,success,ET241018P00013000,ET,10/18/2024,13,put,0.04,0.03,0.01,29,0.04,604,1,1076,9/20/2024,0.46189,-0.03491,0.0372,-0.01013,0.00346,-0.00046
Historical Options,success,ET241018C00014000,ET,10/18/2024,14,call,2.32,2.27,2.2,26,2.33,26,0,394,9/20/2024,0.30138,0.96672,0.05482,-0.013,0.00333,0.01027
Historical Options,success,ET241018P00014000,ET,10/18/2024,14,put,0.04,0.03,0.02,7,0.04,93,1908,8905,9/20/2024,0.33187,-0.04705,0.06598,-0.00915,0.00441,-0.00061
Historical Options,success,ET241018C00015000,ET,10/18/2024,15,call,1.27,1.3,1.19,29,1.41,39,11,2362,9/20/2024,0.22486,0.90764,0.16407,-0.01736,0.00743,0.01028
Historical Options,success,ET241018P00015000,ET,10/18/2024,15,put,0.05,0.04,0.03,1,0.05,426,1318,5749,9/20/2024,0.21861,-0.08651,0.16075,-0.00938,0.00707,-0.00111
Historical Options,success,ET241018C00016000,ET,10/18/2024,16,call,0.43,0.41,0.39,32,0.43,2,333,13262,9/20/2024,0.14651,0.66193,0.55618,-0.02065,0.0164,0.00791
Historical Options,success,ET241018P00016000,ET,10/18/2024,16,put,0.15,0.15,0.13,130,0.18,85,299,7651,9/20/2024,0.14605,-0.33764,0.55764,-0.01289,0.0164,-0.00431
Historical Options,success,ET241018C00017000,ET,10/18/2024,17,call,0.04,0.04,0.04,149,0.05,40,119,37802,9/20/2024,0.13995,0.12954,0.33606,-0.00963,0.00947,0.00158
Historical Options,success,ET241018P00017000,ET,10/18/2024,17,put,0.84,0.62,0.41,10,0.84,130,197,315,9/20/2024,0.02733,-1,0,0.00818,0,-0.01299
Historical Options,success,ET241018C00018000,ET,10/18/2024,18,call,0.02,0.01,0.01,20,0.02,1,53,11890,9/20/2024,0.19285,0.03029,0.07927,-0.0041,0.00308,0.00037
Historical Options,success,ET241018P00018000,ET,10/18/2024,18,put,0,2.27,1.59,10,2.94,20,0,1,9/20/2024,0.6436,-0.68479,0.12305,-0.06043,0.01594,-0.01025
Historical Options,success,ET241018C00019000,ET,10/18/2024,19,call,0.01,0.01,0,0,0.05,56,0,767,9/20/2024,0.27486,0.02235,0.04313,-0.00445,0.00239,0.00027
Historical Options,success,ET241018P00019000,ET,10/18/2024,19,put,0,3.29,1.79,1,4.8,58,0,0,9/20/2024,0.80686,-0.72076,0.09286,-0.0721,0.01508,-0.01148
Historical Options,success,ET241018C00020000,ET,10/18/2024,20,call,0.01,0.01,0,0,0.02,250,58,884,9/20/2024,0.34909,0.01819,0.02851,-0.0047,0.002,0.00022
Historical Options,success,ET241018P00020000,ET,10/18/2024,20,put,0,4.28,2.76,40,5.8,31,0,3,9/20/2024,0.93277,-0.74925,0.07605,-0.07889,0.01428,-0.01259
Historical Options,success,ET241018C00021000,ET,10/18/2024,21,call,0.01,0.01,0,0,0.1,620,0,723,9/20/2024,0.41723,0.01555,0.02086,-0.00488,0.00175,0.00019
Historical Options,success,ET241018P00021000,ET,10/18/2024,21,put,0,4.79,2.84,68,6.75,50,0,0,9/20/2024,0.57622,-0.93613,0.04838,-0.01144,0.00561,-0.01531
Historical Options,success,ET241018C00022000,ET,10/18/2024,22,call,0.01,0.01,0,0,0.03,720,0,944,9/20/2024,0.4808,0.01377,0.01631,-0.00505,0.00158,0.00016
Historical Options,success,ET241018P00022000,ET,10/18/2024,22,put,0,5.62,3.95,71,7.3,43,0,0,9/20/2024,0.19815,-1,0,0.01059,0,-0.01681
Historical Options,success,ET241018C00023000,ET,10/18/2024,23,call,0.02,0.01,0,0,0.75,862,0,87,9/20/2024,0.54025,0.01246,0.01331,-0.00519,0.00145,0.00015
Historical Options,success,ET241018P00023000,ET,10/18/2024,23,put,0,6.05,5.25,36,6.85,11,0,0,9/20/2024,0.23231,-1,0,0.01107,0,-0.01758
Historical Options,success,ET241018C00024000,ET,10/18/2024,24,call,0.01,0.01,0,0,0.64,1027,0,4,9/20/2024,0.59619,0.01145,0.01121,-0.00531,0.00135,0.00013
Historical Options,success,ET241018P00024000,ET,10/18/2024,24,put,0,7.7,5.85,66,9.55,1,0,0,9/20/2024,0.26648,-1,0,0.01155,0,-0.01834
Historical Options,success,ET241018C00025000,ET,10/18/2024,25,call,0.01,0.01,0,0,0.62,878,0,101,9/20/2024,0.64909,0.01064,0.00966,-0.00542,0.00126,0.00012
Historical Options,success,ET241018P00025000,ET,10/18/2024,25,put,0,8.6,6.8,80,10.4,39,0,0,9/20/2024,0.30064,-1,0,0.01203,0,-0.01911
Historical Options,success,ET241018C00026000,ET,10/18/2024,26,call,0.01,0.01,0,0,0.58,1024,0,55,9/20/2024,0.69908,0.00997,0.00848,-0.00551,0.00119,0.00012
Historical Options,success,ET241018P00026000,ET,10/18/2024,26,put,0,9.68,8.9,68,10.45,51,0,0,9/20/2024,0.3348,-1,0,0.01251,0,-0.01987
Historical Options,success,ET241018C00027000,ET,10/18/2024,27,call,0.01,0.01,0,0,0.63,792,0,63,9/20/2024,0.7468,0.00943,0.00756,-0.0056,0.00114,0.00011
Historical Options,success,ET241018P00027000,ET,10/18/2024,27,put,0,10.62,9.95,61,11.3,34,0,0,9/20/2024,0.36897,-1,0,0.01299,0,-0.02064
Historical Options,success,ET241018C00028000,ET,10/18/2024,28,call,0.01,0.01,0,0,0.54,1015,0,10,9/20/2024,0.79237,0.00897,0.00682,-0.00568,0.00109,0.0001
Historical Options,success,ET241018P00028000,ET,10/18/2024,28,put,0,11.68,9.85,72,13.5,1,0,0,9/20/2024,0.40313,-1,0,0.01347,0,-0.0214
Historical Options,success,ET241018C00029000,ET,10/18/2024,29,call,0.02,0.01,0,0,0.55,1005,0,9,9/20/2024,0.83582,0.00857,0.00621,-0.00576,0.00105,0.0001
Historical Options,success,ET241018P00029000,ET,10/18/2024,29,put,0,13.1,11.8,79,14.4,40,0,0,9/20/2024,1.5829,-0.86444,0.03066,-0.0877,0.00977,-0.02079
Historical Options,success,ET241018C00030000,ET,10/18/2024,30,call,0.01,0.01,0,0,0.53,1054,0,30,9/20/2024,0.87743,0.00823,0.00571,-0.00582,0.00101,0.00009
Historical Options,success,ET241018P00030000,ET,10/18/2024,30,put,0,13.8,11.8,86,15.8,43,0,0,9/20/2024,1.23947,-0.94657,0.01955,-0.02534,0.00488,-0.02235
Historical Options,success,ET241025C00005000,ET,10/25/2024,5,call,0,11.32,9.5,40,13.15,1,0,0,9/20/2024,2.19127,0.98117,0.00418,-0.02857,0.00231,0.00439
Historical Options,success,ET241025P00005000,ET,10/25/2024,5,put,0,0.01,0,0,0.22,25,0,0,9/20/2024,1.55806,-0.0036,0.00138,-0.00436,0.00054,-0.00007
Historical Options,success,ET241025C00007000,ET,10/25/2024,7,call,0,9.97,8.75,40,11.2,1,0,0,9/20/2024,2.76794,0.92116,0.01059,-0.10884,0.00738,0.00475
Historical Options,success,ET241025P00007000,ET,10/25/2024,7,put,0,0.01,0,0,0.66,297,0,0,9/20/2024,1.1349,-0.00499,0.00254,-0.00424,0.00072,-0.00009
Historical Options,success,ET241025C00008000,ET,10/25/2024,8,call,0,8.38,6.5,40,10.25,1,0,0,9/20/2024,1.50272,0.9607,0.01127,-0.03686,0.00426,0.00689
Historical Options,success,ET241025P00008000,ET,10/25/2024,8,put,0,0.01,0,0,0.75,324,0,0,9/20/2024,0.96722,-0.00585,0.00343,-0.00416,0.00083,-0.0001
Historical Options,success,ET241025C00009000,ET,10/25/2024,9,call,0,7.47,5.7,40,9.25,1,0,0,9/20/2024,1.44373,0.93927,0.0166,-0.04916,0.00603,0.00743
Historical Options,success,ET241025P00009000,ET,10/25/2024,9,put,0,0.01,0,0,0.75,269,0,0,9/20/2024,0.81905,-0.0069,0.00468,-0.00406,0.00096,-0.00012
Historical Options,success,ET241025C00010000,ET,10/25/2024,10,call,0,6.35,4.45,40,8.25,1,0,0,9/20/2024,1.01584,0.95596,0.01828,-0.02917,0.00467,0.00876
Historical Options,success,ET241025P00010000,ET,10/25/2024,10,put,0,0.01,0,0,0.75,228,0,0,9/20/2024,0.68567,-0.0082,0.00651,-0.00395,0.00112,-0.00014
Historical Options,success,ET241025C00010500,ET,10/25/2024,10.5,call,5.46,5.9,4,40,7.8,1,0,1,9/20/2024,1.01661,0.93938,0.02355,-0.03643,0.00602,0.00894
